event_id,start_time,end_time,duration_min,area,equipment,category,cause,shift,notes
EVT-0545,2026-01-10T20:30:00,2026-01-10T20:38:00,8,Finishing,Wrapper-01,Changeover,Inspection hold,Shift-Zeta,Paused to align with upstream.
EVT-0546,2025-12-10T10:40:00,2025-12-10T11:29:00,49,Packaging,Line-03,Changeover,Packaging film change,Shift-Delta,Paused to align with upstream.
EVT-0547,2026-01-06T16:05:00,2026-01-06T16:24:00,19,Warehouse,Cell-Beta,Mechanical,Material shortage,Shift-Beta,Reset and verified.
EVT-0548,2025-12-06T15:45:00,2025-12-06T16:37:00,52,Assembly,Wrapper-01,Mechanical,Guard reset,Shift-Alpha,Running stable after adjustment.
EVT-0549,2026-01-02T13:55:00,2026-01-02T14:08:00,13,Packaging,Filler-02,Quality,Jam clear,Shift-Delta,Running stable after adjustment.
EVT-0550,2026-01-11T18:15:00,2026-01-11T18:55:00,40,Utilities,Wrapper-01,Material,Jam clear,Shift-Alpha,Reset and verified.
EVT-0551,2026-01-19T13:25:00,2026-01-19T14:13:00,48,Utilities,Line-02,Changeover,Packaging film change,Shift-Delta,Reset and verified.
EVT-0552,2025-12-23T06:25:00,2025-12-23T06:52:00,27,Utilities,Line-01,Electrical,Material shortage,Shift-Gamma,Paused to align with upstream.
EVT-0553,2026-01-22T14:45:00,2026-01-22T14:59:00,14,Warehouse,Line-01,Material,Jam clear,Shift-Gamma,Operator notified maintenance.
EVT-0554,2026-01-18T23:05:00,2026-01-18T23:17:00,12,Quality,Line-01,Material,Startup check,Shift-Beta,Reset and verified.
EVT-0555,2025-12-01T10:55:00,2025-12-01T11:51:00,56,Assembly,Cell-Beta,Mechanical,Temperature recovery,Shift-Alpha,Reset and verified.
EVT-0556,2025-12-14T23:40:00,2025-12-14T23:58:00,18,Packaging,Wrapper-01,Quality,Guard reset,Shift-Zeta,Running stable after adjustment.
EVT-0557,2026-01-09T23:10:00,2026-01-09T23:59:00,49,Quality,Line-01,Mechanical,Startup check,Shift-Zeta,Cleared and resumed.
EVT-0558,2025-12-17T05:00:00,2025-12-17T05:23:00,23,Packaging,Sorter-03,Electrical,Format swap,Shift-Delta,Temporary workaround applied.
EVT-0559,2025-12-01T02:30:00,2025-12-01T03:17:00,47,Finishing,Station-05,Changeover,Format swap,Shift-Gamma,Temporary workaround applied.
EVT-0560,2025-12-25T07:30:00,2025-12-25T08:07:00,37,Quality,Line-02,Electrical,Temperature recovery,Shift-Zeta,Paused to align with upstream.
EVT-0561,2025-12-06T05:15:00,2025-12-06T05:52:00,37,Warehouse,Wrapper-01,Logistics,Format swap,Shift-Alpha,Operator notified maintenance.
EVT-0562,2026-01-29T16:20:00,2026-01-29T16:46:00,26,Warehouse,Station-09,Logistics,Material shortage,Shift-Alpha,Reset and verified.
EVT-0563,2026-01-13T11:25:00,2026-01-13T12:10:00,45,Finishing,Cell-Alpha,Quality,Guard reset,Shift-Alpha,Temporary workaround applied.
EVT-0564,2025-12-17T12:00:00,2025-12-17T12:40:00,40,Finishing,Cell-Alpha,Material,Inspection hold,Shift-Delta,Temporary workaround applied.
EVT-0565,2025-12-09T02:55:00,2025-12-09T03:24:00,29,Utilities,Sorter-03,Logistics,Jam clear,Shift-Delta,Operator notified maintenance.
EVT-0566,2026-01-06T04:30:00,2026-01-06T04:54:00,24,Utilities,Station-05,Mechanical,Nozzle cleanout,Shift-Beta,Operator notified maintenance.
EVT-0567,2026-01-11T04:45:00,2026-01-11T05:24:00,39,Quality,Cell-Alpha,Material,Guard reset,Shift-Zeta,Operator notified maintenance.
EVT-0568,2025-12-28T04:50:00,2025-12-28T05:31:00,41,Packaging,Station-05,Changeover,Nozzle cleanout,Shift-Zeta,Temporary workaround applied.
EVT-0569,2025-12-08T05:25:00,2025-12-08T06:23:00,58,Packaging,Line-01,Electrical,Packaging film change,Shift-Delta,Reset and verified.
EVT-0570,2025-12-29T23:50:00,2025-12-30T00:42:00,52,Finishing,Line-03,Material,Sensor recalibration,Shift-Beta,Operator notified maintenance.
EVT-0571,2025-12-02T19:45:00,2025-12-02T20:07:00,22,Utilities,Sorter-03,Quality,Jam clear,Shift-Zeta,Operator notified maintenance.
EVT-0572,2025-12-15T21:00:00,2025-12-15T21:27:00,27,Assembly,Filler-02,Material,Nozzle cleanout,Shift-Zeta,Running stable after adjustment.
EVT-0573,2026-01-15T20:25:00,2026-01-15T20:41:00,16,Warehouse,Filler-02,Mechanical,Material shortage,Shift-Beta,Operator notified maintenance.
EVT-0574,2025-12-15T01:30:00,2025-12-15T02:23:00,53,Assembly,Cell-Beta,Mechanical,Jam clear,Shift-Beta,Operator notified maintenance.
EVT-0575,2025-12-05T05:35:00,2025-12-05T06:35:00,60,Utilities,Filler-02,Logistics,Inspection hold,Shift-Delta,Operator notified maintenance.
EVT-0576,2025-12-28T12:00:00,2025-12-28T12:43:00,43,Quality,Station-09,Logistics,Inspection hold,Shift-Delta,Paused to align with upstream.
EVT-0577,2026-01-17T18:45:00,2026-01-17T19:24:00,39,Utilities,Line-01,Quality,Sensor recalibration,Shift-Delta,Running stable after adjustment.
EVT-0578,2026-01-22T01:15:00,2026-01-22T01:53:00,38,Utilities,Station-09,Logistics,Format swap,Shift-Zeta,Running stable after adjustment.
EVT-0579,2026-01-03T20:00:00,2026-01-03T20:17:00,17,Finishing,Filler-02,Mechanical,Guard reset,Shift-Gamma,Running stable after adjustment.
EVT-0580,2025-12-11T13:20:00,2025-12-11T14:04:00,44,Assembly,Wrapper-01,Material,Temperature recovery,Shift-Delta,Cleared and resumed.
EVT-0581,2026-01-16T16:05:00,2026-01-16T16:21:00,16,Utilities,Wrapper-01,Material,Packaging film change,Shift-Delta,Reset and verified.
EVT-0582,2025-12-29T00:10:00,2025-12-29T00:44:00,34,Utilities,Cell-Alpha,Mechanical,Sensor recalibration,Shift-Gamma,Reset and verified.
EVT-0583,2026-01-14T20:55:00,2026-01-14T21:50:00,55,Packaging,Line-02,Changeover,Sensor recalibration,Shift-Delta,Temporary workaround applied.
EVT-0584,2025-12-24T02:40:00,2025-12-24T03:30:00,50,Warehouse,Wrapper-01,Quality,Material shortage,Shift-Delta,Paused to align with upstream.
EVT-0585,2025-12-25T01:10:00,2025-12-25T01:36:00,26,Utilities,Line-03,Material,Material shortage,Shift-Beta,Temporary workaround applied.
EVT-0586,2025-12-04T13:20:00,2025-12-04T13:44:00,24,Quality,Filler-02,Electrical,Material shortage,Shift-Alpha,Operator notified maintenance.
EVT-0587,2025-12-13T00:45:00,2025-12-13T01:38:00,53,Finishing,Line-01,Mechanical,Temperature recovery,Shift-Delta,Paused to align with upstream.
EVT-0588,2026-01-21T00:45:00,2026-01-21T01:21:00,36,Packaging,Cell-Alpha,Quality,Temperature recovery,Shift-Delta,Running stable after adjustment.
EVT-0589,2025-12-29T02:45:00,2025-12-29T03:28:00,43,Assembly,Cell-Alpha,Quality,Guard reset,Shift-Zeta,Temporary workaround applied.
EVT-0590,2026-01-05T06:00:00,2026-01-05T06:16:00,16,Packaging,Line-01,Logistics,Inspection hold,Shift-Alpha,Operator notified maintenance.
EVT-0591,2026-01-24T01:50:00,2026-01-24T02:31:00,41,Utilities,Cell-Beta,Electrical,Sensor recalibration,Shift-Alpha,Cleared and resumed.
EVT-0592,2025-12-27T05:10:00,2025-12-27T05:58:00,48,Finishing,Sorter-03,Logistics,Startup check,Shift-Zeta,Paused to align with upstream.
EVT-0593,2025-12-12T14:55:00,2025-12-12T15:37:00,42,Finishing,Line-01,Changeover,Guard reset,Shift-Gamma,Reset and verified.
EVT-0594,2026-01-27T12:05:00,2026-01-27T12:58:00,53,Warehouse,Wrapper-01,Changeover,Guard reset,Shift-Delta,Operator notified maintenance.
EVT-0595,2025-12-08T22:20:00,2025-12-08T22:46:00,26,Utilities,Station-09,Quality,Jam clear,Shift-Beta,Paused to align with upstream.
EVT-0596,2025-12-04T03:45:00,2025-12-04T04:36:00,51,Quality,Wrapper-01,Changeover,Temperature recovery,Shift-Zeta,Temporary workaround applied.
EVT-0597,2025-12-19T13:45:00,2025-12-19T14:44:00,59,Finishing,Cell-Beta,Quality,Startup check,Shift-Zeta,Reset and verified.
EVT-0598,2026-01-29T04:45:00,2026-01-29T05:26:00,41,Warehouse,Wrapper-01,Logistics,Temperature recovery,Shift-Delta,Operator notified maintenance.
EVT-0599,2026-01-26T19:15:00,2026-01-26T20:05:00,50,Finishing,Cell-Alpha,Changeover,Sensor recalibration,Shift-Alpha,Running stable after adjustment.
EVT-0600,2026-01-10T03:55:00,2026-01-10T04:54:00,59,Packaging,Sorter-03,Mechanical,Packaging film change,Shift-Alpha,Reset and verified.
EVT-0601,2025-12-23T17:50:00,2025-12-23T18:08:00,18,Assembly,Cell-Alpha,Logistics,Guard reset,Shift-Gamma,Cleared and resumed.
EVT-0602,2025-12-20T09:40:00,2025-12-20T10:20:00,40,Finishing,Line-01,Changeover,Inspection hold,Shift-Gamma,Running stable after adjustment.
EVT-0603,2026-01-16T18:45:00,2026-01-16T18:51:00,6,Packaging,Cell-Alpha,Electrical,Inspection hold,Shift-Delta,Running stable after adjustment.
EVT-0604,2026-01-21T01:50:00,2026-01-21T02:03:00,13,Warehouse,Line-03,Logistics,Temperature recovery,Shift-Zeta,Reset and verified.
EVT-0605,2025-12-30T13:55:00,2025-12-30T14:03:00,8,Utilities,Cell-Beta,Quality,Inspection hold,Shift-Zeta,Paused to align with upstream.
EVT-0606,2025-12-02T06:45:00,2025-12-02T07:33:00,48,Finishing,Station-05,Changeover,Material shortage,Shift-Gamma,Cleared and resumed.
EVT-0607,2025-12-22T12:50:00,2025-12-22T13:29:00,39,Packaging,Sorter-03,Quality,Packaging film change,Shift-Beta,Paused to align with upstream.
EVT-0608,2025-12-08T09:55:00,2025-12-08T10:54:00,59,Finishing,Line-01,Electrical,Packaging film change,Shift-Alpha,Running stable after adjustment.
EVT-0609,2026-01-26T07:25:00,2026-01-26T07:58:00,33,Finishing,Cell-Alpha,Quality,Guard reset,Shift-Beta,Cleared and resumed.
EVT-0610,2025-12-24T01:15:00,2025-12-24T01:25:00,10,Warehouse,Wrapper-01,Changeover,Temperature recovery,Shift-Zeta,Operator notified maintenance.
EVT-0611,2025-12-13T10:35:00,2025-12-13T11:26:00,51,Utilities,Cell-Beta,Electrical,Material shortage,Shift-Alpha,Paused to align with upstream.
EVT-0612,2026-01-13T04:15:00,2026-01-13T05:06:00,51,Assembly,Filler-02,Mechanical,Nozzle cleanout,Shift-Alpha,Cleared and resumed.
EVT-0613,2025-12-20T01:50:00,2025-12-20T02:49:00,59,Utilities,Line-02,Electrical,Temperature recovery,Shift-Alpha,Cleared and resumed.
EVT-0614,2026-01-03T21:55:00,2026-01-03T22:19:00,24,Assembly,Sorter-03,Electrical,Jam clear,Shift-Gamma,Operator notified maintenance.
EVT-0615,2025-12-13T09:20:00,2025-12-13T09:59:00,39,Finishing,Filler-02,Logistics,Sensor recalibration,Shift-Gamma,Operator notified maintenance.
EVT-0616,2025-12-11T08:05:00,2025-12-11T08:10:00,5,Utilities,Wrapper-01,Quality,Sensor recalibration,Shift-Beta,Paused to align with upstream.
EVT-0617,2025-12-23T17:25:00,2025-12-23T17:47:00,22,Packaging,Cell-Beta,Quality,Jam clear,Shift-Beta,Cleared and resumed.
EVT-0618,2025-12-20T19:25:00,2025-12-20T20:04:00,39,Warehouse,Line-01,Material,Format swap,Shift-Delta,Temporary workaround applied.
EVT-0619,2025-12-04T03:30:00,2025-12-04T03:38:00,8,Assembly,Station-09,Mechanical,Material shortage,Shift-Zeta,Paused to align with upstream.
EVT-0620,2026-01-10T22:55:00,2026-01-10T23:28:00,33,Utilities,Station-05,Electrical,Inspection hold,Shift-Beta,Temporary workaround applied.
EVT-0621,2026-01-18T21:40:00,2026-01-18T21:50:00,10,Warehouse,Sorter-03,Material,Sensor recalibration,Shift-Delta,Cleared and resumed.
EVT-0622,2025-12-30T09:50:00,2025-12-30T10:36:00,46,Quality,Filler-02,Mechanical,Jam clear,Shift-Beta,Operator notified maintenance.
EVT-0623,2026-01-25T19:20:00,2026-01-25T19:48:00,28,Warehouse,Line-03,Logistics,Inspection hold,Shift-Gamma,Running stable after adjustment.
EVT-0624,2026-01-01T00:05:00,2026-01-01T00:40:00,35,Assembly,Station-05,Mechanical,Temperature recovery,Shift-Beta,Reset and verified.
EVT-0625,2026-01-19T11:45:00,2026-01-19T12:26:00,41,Packaging,Wrapper-01,Changeover,Packaging film change,Shift-Alpha,Reset and verified.
EVT-0626,2026-01-05T20:05:00,2026-01-05T21:00:00,55,Finishing,Wrapper-01,Mechanical,Packaging film change,Shift-Zeta,Running stable after adjustment.
EVT-0627,2025-12-16T19:15:00,2025-12-16T19:55:00,40,Packaging,Filler-02,Mechanical,Sensor recalibration,Shift-Gamma,Operator notified maintenance.
EVT-0628,2026-01-22T22:45:00,2026-01-22T23:17:00,32,Warehouse,Sorter-03,Electrical,Nozzle cleanout,Shift-Beta,Operator notified maintenance.
EVT-0629,2026-01-12T21:05:00,2026-01-12T21:57:00,52,Quality,Sorter-03,Mechanical,Sensor recalibration,Shift-Zeta,Paused to align with upstream.
EVT-0630,2025-12-30T10:40:00,2025-12-30T10:51:00,11,Warehouse,Line-03,Electrical,Packaging film change,Shift-Alpha,Paused to align with upstream.
EVT-0631,2025-12-07T21:45:00,2025-12-07T22:39:00,54,Warehouse,Station-05,Mechanical,Format swap,Shift-Alpha,Operator notified maintenance.
EVT-0632,2026-01-22T04:45:00,2026-01-22T05:38:00,53,Quality,Line-01,Material,Material shortage,Shift-Delta,Paused to align with upstream.
EVT-0633,2025-12-19T12:45:00,2025-12-19T13:26:00,41,Warehouse,Cell-Alpha,Material,Inspection hold,Shift-Gamma,Paused to align with upstream.
EVT-0634,2026-01-20T21:20:00,2026-01-20T21:52:00,32,Quality,Station-05,Changeover,Startup check,Shift-Alpha,Paused to align with upstream.
EVT-0635,2026-01-02T12:10:00,2026-01-02T13:09:00,59,Finishing,Line-01,Electrical,Nozzle cleanout,Shift-Alpha,Cleared and resumed.
EVT-0636,2026-01-15T17:25:00,2026-01-15T17:37:00,12,Finishing,Line-01,Material,Packaging film change,Shift-Zeta,Running stable after adjustment.
EVT-0637,2026-01-10T10:55:00,2026-01-10T11:24:00,29,Warehouse,Station-09,Mechanical,Nozzle cleanout,Shift-Beta,Temporary workaround applied.
EVT-0638,2025-12-12T15:10:00,2025-12-12T15:27:00,17,Utilities,Station-09,Electrical,Packaging film change,Shift-Beta,Reset and verified.
EVT-0639,2026-01-25T21:10:00,2026-01-25T21:23:00,13,Assembly,Line-02,Logistics,Format swap,Shift-Beta,Temporary workaround applied.
EVT-0640,2026-01-26T15:50:00,2026-01-26T16:22:00,32,Packaging,Line-02,Material,Packaging film change,Shift-Delta,Temporary workaround applied.
EVT-0641,2026-01-08T13:45:00,2026-01-08T14:01:00,16,Warehouse,Wrapper-01,Mechanical,Nozzle cleanout,Shift-Delta,Running stable after adjustment.
EVT-0642,2025-12-23T07:10:00,2025-12-23T07:42:00,32,Utilities,Line-01,Quality,Temperature recovery,Shift-Beta,Temporary workaround applied.
EVT-0643,2026-01-02T08:30:00,2026-01-02T09:09:00,39,Utilities,Station-05,Changeover,Format swap,Shift-Zeta,Running stable after adjustment.
EVT-0644,2026-01-15T11:05:00,2026-01-15T11:47:00,42,Warehouse,Line-02,Material,Nozzle cleanout,Shift-Gamma,Running stable after adjustment.
EVT-0645,2026-01-03T02:40:00,2026-01-03T03:24:00,44,Assembly,Cell-Alpha,Mechanical,Sensor recalibration,Shift-Zeta,Paused to align with upstream.
EVT-0646,2025-12-20T19:00:00,2025-12-20T19:26:00,26,Utilities,Line-01,Mechanical,Temperature recovery,Shift-Zeta,Running stable after adjustment.
EVT-0647,2026-01-06T23:25:00,2026-01-06T23:56:00,31,Finishing,Cell-Beta,Electrical,Material shortage,Shift-Alpha,Temporary workaround applied.
EVT-0648,2026-01-29T19:55:00,2026-01-29T20:19:00,24,Quality,Sorter-03,Electrical,Format swap,Shift-Delta,Paused to align with upstream.
EVT-0649,2025-12-11T18:00:00,2025-12-11T18:47:00,47,Finishing,Sorter-03,Changeover,Guard reset,Shift-Delta,Cleared and resumed.
EVT-0650,2025-12-09T16:05:00,2025-12-09T17:04:00,59,Finishing,Cell-Beta,Material,Startup check,Shift-Gamma,Reset and verified.
EVT-0651,2026-01-24T08:00:00,2026-01-24T08:52:00,52,Assembly,Sorter-03,Material,Startup check,Shift-Beta,Temporary workaround applied.
EVT-0652,2025-12-29T11:10:00,2025-12-29T11:31:00,21,Quality,Cell-Alpha,Mechanical,Material shortage,Shift-Zeta,Cleared and resumed.
EVT-0653,2025-12-22T02:10:00,2025-12-22T02:53:00,43,Packaging,Filler-02,Mechanical,Packaging film change,Shift-Beta,Temporary workaround applied.
EVT-0654,2025-12-29T23:50:00,2025-12-30T00:05:00,15,Packaging,Sorter-03,Logistics,Inspection hold,Shift-Alpha,Temporary workaround applied.
EVT-0655,2025-12-17T03:00:00,2025-12-17T03:15:00,15,Warehouse,Station-09,Mechanical,Guard reset,Shift-Delta,Temporary workaround applied.
EVT-0656,2026-01-18T17:15:00,2026-01-18T17:44:00,29,Quality,Station-09,Mechanical,Guard reset,Shift-Beta,Paused to align with upstream.
EVT-0657,2026-01-25T13:00:00,2026-01-25T13:23:00,23,Warehouse,Station-09,Logistics,Inspection hold,Shift-Zeta,Temporary workaround applied.
EVT-0658,2025-12-03T03:40:00,2025-12-03T04:25:00,45,Finishing,Station-09,Quality,Guard reset,Shift-Gamma,Reset and verified.
EVT-0659,2025-12-18T03:20:00,2025-12-18T04:06:00,46,Utilities,Station-09,Mechanical,Jam clear,Shift-Zeta,Operator notified maintenance.
EVT-0660,2026-01-03T10:50:00,2026-01-03T11:39:00,49,Packaging,Station-05,Quality,Format swap,Shift-Alpha,Cleared and resumed.
EVT-0661,2025-12-01T13:05:00,2025-12-01T13:43:00,38,Assembly,Filler-02,Electrical,Jam clear,Shift-Gamma,Reset and verified.
EVT-0662,2025-12-13T01:00:00,2025-12-13T01:44:00,44,Assembly,Line-01,Quality,Jam clear,Shift-Zeta,Temporary workaround applied.
EVT-0663,2025-12-08T22:05:00,2025-12-08T22:15:00,10,Utilities,Line-03,Mechanical,Startup check,Shift-Beta,Cleared and resumed.
EVT-0664,2026-01-14T05:20:00,2026-01-14T05:43:00,23,Warehouse,Line-02,Logistics,Temperature recovery,Shift-Gamma,Running stable after adjustment.
EVT-0665,2026-01-14T21:25:00,2026-01-14T21:46:00,21,Packaging,Line-02,Electrical,Format swap,Shift-Delta,Running stable after adjustment.
EVT-0666,2025-12-22T01:20:00,2025-12-22T02:17:00,57,Finishing,Line-03,Mechanical,Sensor recalibration,Shift-Delta,Operator notified maintenance.
EVT-0667,2026-01-09T12:10:00,2026-01-09T12:56:00,46,Warehouse,Line-02,Material,Nozzle cleanout,Shift-Delta,Operator notified maintenance.
EVT-0668,2026-01-09T20:05:00,2026-01-09T20:38:00,33,Quality,Cell-Beta,Changeover,Format swap,Shift-Alpha,Cleared and resumed.
EVT-0669,2026-01-06T23:20:00,2026-01-07T00:14:00,54,Warehouse,Line-01,Mechanical,Material shortage,Shift-Alpha,Cleared and resumed.
EVT-0670,2026-01-12T12:20:00,2026-01-12T12:34:00,14,Quality,Station-05,Mechanical,Startup check,Shift-Alpha,Paused to align with upstream.
EVT-0671,2026-01-15T15:35:00,2026-01-15T16:07:00,32,Warehouse,Line-02,Quality,Jam clear,Shift-Alpha,Running stable after adjustment.
EVT-0672,2026-01-14T15:05:00,2026-01-14T15:46:00,41,Utilities,Station-05,Electrical,Guard reset,Shift-Delta,Cleared and resumed.
EVT-0673,2026-01-10T20:05:00,2026-01-10T20:33:00,28,Utilities,Station-05,Changeover,Temperature recovery,Shift-Gamma,Temporary workaround applied.
EVT-0674,2025-12-13T05:40:00,2025-12-13T05:47:00,7,Warehouse,Cell-Alpha,Electrical,Packaging film change,Shift-Alpha,Temporary workaround applied.
EVT-0675,2026-01-14T11:35:00,2026-01-14T11:45:00,10,Quality,Filler-02,Logistics,Jam clear,Shift-Beta,Cleared and resumed.
EVT-0676,2025-12-13T00:55:00,2025-12-13T01:37:00,42,Packaging,Filler-02,Mechanical,Sensor recalibration,Shift-Zeta,Temporary workaround applied.
EVT-0677,2025-12-20T15:40:00,2025-12-20T16:38:00,58,Warehouse,Line-01,Changeover,Inspection hold,Shift-Alpha,Reset and verified.
EVT-0678,2026-01-20T23:00:00,2026-01-20T23:30:00,30,Assembly,Cell-Alpha,Logistics,Nozzle cleanout,Shift-Delta,Temporary workaround applied.
EVT-0679,2026-01-25T17:10:00,2026-01-25T18:02:00,52,Utilities,Cell-Alpha,Changeover,Format swap,Shift-Beta,Running stable after adjustment.
EVT-0680,2026-01-11T00:35:00,2026-01-11T01:19:00,44,Assembly,Cell-Alpha,Logistics,Material shortage,Shift-Alpha,Operator notified maintenance.
EVT-0681,2026-01-10T01:20:00,2026-01-10T02:17:00,57,Assembly,Filler-02,Quality,Material shortage,Shift-Zeta,Cleared and resumed.
EVT-0682,2026-01-22T03:05:00,2026-01-22T03:41:00,36,Utilities,Sorter-03,Material,Sensor recalibration,Shift-Beta,Running stable after adjustment.
EVT-0683,2025-12-22T23:50:00,2025-12-23T00:20:00,30,Finishing,Line-02,Logistics,Startup check,Shift-Zeta,Operator notified maintenance.
EVT-0684,2025-12-21T06:00:00,2025-12-21T06:42:00,42,Packaging,Station-05,Changeover,Sensor recalibration,Shift-Gamma,Operator notified maintenance.
EVT-0685,2026-01-18T13:10:00,2026-01-18T13:59:00,49,Finishing,Wrapper-01,Material,Temperature recovery,Shift-Beta,Paused to align with upstream.
EVT-0686,2025-12-03T04:05:00,2025-12-03T05:00:00,55,Quality,Sorter-03,Mechanical,Material shortage,Shift-Alpha,Running stable after adjustment.
EVT-0687,2025-12-06T00:00:00,2025-12-06T00:16:00,16,Assembly,Sorter-03,Electrical,Packaging film change,Shift-Delta,Temporary workaround applied.
EVT-0688,2025-12-09T06:10:00,2025-12-09T06:55:00,45,Finishing,Wrapper-01,Mechanical,Packaging film change,Shift-Beta,Operator notified maintenance.
EVT-0689,2026-01-09T22:00:00,2026-01-09T22:43:00,43,Packaging,Filler-02,Quality,Sensor recalibration,Shift-Gamma,Reset and verified.
EVT-0690,2025-12-27T00:40:00,2025-12-27T01:00:00,20,Packaging,Line-02,Quality,Sensor recalibration,Shift-Zeta,Reset and verified.
EVT-0691,2026-01-25T17:40:00,2026-01-25T17:59:00,19,Warehouse,Cell-Alpha,Electrical,Format swap,Shift-Beta,Cleared and resumed.
EVT-0692,2026-01-20T04:50:00,2026-01-20T05:49:00,59,Warehouse,Filler-02,Material,Material shortage,Shift-Alpha,Cleared and resumed.
EVT-0693,2026-01-11T11:20:00,2026-01-11T11:38:00,18,Warehouse,Cell-Beta,Electrical,Startup check,Shift-Delta,Cleared and resumed.
EVT-0694,2025-12-07T23:00:00,2025-12-07T23:39:00,39,Packaging,Line-03,Changeover,Temperature recovery,Shift-Zeta,Cleared and resumed.
EVT-0695,2025-12-05T07:55:00,2025-12-05T08:28:00,33,Utilities,Sorter-03,Electrical,Packaging film change,Shift-Beta,Temporary workaround applied.
EVT-0696,2026-01-13T10:15:00,2026-01-13T11:09:00,54,Assembly,Station-05,Material,Sensor recalibration,Shift-Beta,Temporary workaround applied.
EVT-0697,2025-12-27T06:30:00,2025-12-27T06:49:00,19,Assembly,Filler-02,Quality,Temperature recovery,Shift-Alpha,Running stable after adjustment.
EVT-0698,2025-12-10T06:45:00,2025-12-10T07:19:00,34,Packaging,Station-09,Electrical,Material shortage,Shift-Delta,Temporary workaround applied.
EVT-0699,2025-12-13T20:25:00,2025-12-13T20:47:00,22,Packaging,Station-05,Material,Format swap,Shift-Zeta,Cleared and resumed.
EVT-0700,2025-12-18T04:05:00,2025-12-18T05:04:00,59,Warehouse,Filler-02,Mechanical,Material shortage,Shift-Gamma,Operator notified maintenance.
EVT-0701,2026-01-26T09:45:00,2026-01-26T10:00:00,15,Quality,Sorter-03,Material,Startup check,Shift-Zeta,Operator notified maintenance.
EVT-0702,2025-12-06T13:40:00,2025-12-06T14:16:00,36,Packaging,Sorter-03,Mechanical,Temperature recovery,Shift-Gamma,Cleared and resumed.
EVT-0703,2026-01-16T13:55:00,2026-01-16T14:55:00,60,Packaging,Cell-Alpha,Electrical,Packaging film change,Shift-Zeta,Operator notified maintenance.
EVT-0704,2026-01-27T18:10:00,2026-01-27T18:51:00,41,Assembly,Station-09,Changeover,Format swap,Shift-Delta,Temporary workaround applied.
EVT-0705,2026-01-19T16:00:00,2026-01-19T16:32:00,32,Utilities,Station-09,Mechanical,Sensor recalibration,Shift-Delta,Running stable after adjustment.
EVT-0706,2025-12-16T02:40:00,2025-12-16T03:33:00,53,Assembly,Station-09,Material,Material shortage,Shift-Gamma,Reset and verified.
EVT-0707,2025-12-16T20:05:00,2025-12-16T20:11:00,6,Warehouse,Cell-Beta,Material,Temperature recovery,Shift-Zeta,Temporary workaround applied.
EVT-0708,2026-01-07T00:35:00,2026-01-07T01:09:00,34,Packaging,Station-09,Material,Inspection hold,Shift-Delta,Temporary workaround applied.
EVT-0709,2026-01-10T00:50:00,2026-01-10T00:59:00,9,Warehouse,Station-05,Quality,Format swap,Shift-Gamma,Running stable after adjustment.
EVT-0710,2026-01-18T08:55:00,2026-01-18T09:39:00,44,Utilities,Sorter-03,Material,Sensor recalibration,Shift-Zeta,Reset and verified.
EVT-0711,2026-01-17T01:40:00,2026-01-17T02:28:00,48,Finishing,Line-01,Changeover,Packaging film change,Shift-Gamma,Running stable after adjustment.
EVT-0712,2026-01-09T01:25:00,2026-01-09T01:53:00,28,Packaging,Wrapper-01,Logistics,Sensor recalibration,Shift-Zeta,Temporary workaround applied.
EVT-0713,2026-01-19T06:10:00,2026-01-19T06:36:00,26,Packaging,Wrapper-01,Changeover,Temperature recovery,Shift-Zeta,Temporary workaround applied.
EVT-0714,2025-12-14T23:15:00,2025-12-14T23:40:00,25,Finishing,Cell-Beta,Quality,Packaging film change,Shift-Gamma,Cleared and resumed.
EVT-0715,2025-12-05T11:25:00,2025-12-05T11:58:00,33,Warehouse,Wrapper-01,Quality,Sensor recalibration,Shift-Delta,Temporary workaround applied.
EVT-0716,2026-01-04T21:40:00,2026-01-04T22:03:00,23,Warehouse,Sorter-03,Electrical,Sensor recalibration,Shift-Beta,Running stable after adjustment.
EVT-0717,2025-12-06T02:30:00,2025-12-06T02:46:00,16,Finishing,Line-02,Changeover,Material shortage,Shift-Gamma,Cleared and resumed.
EVT-0718,2026-01-14T04:35:00,2026-01-14T04:49:00,14,Packaging,Wrapper-01,Logistics,Format swap,Shift-Gamma,Running stable after adjustment.
EVT-0719,2026-01-13T17:10:00,2026-01-13T17:45:00,35,Finishing,Station-09,Mechanical,Format swap,Shift-Gamma,Operator notified maintenance.
EVT-0720,2025-12-05T00:15:00,2025-12-05T01:13:00,58,Utilities,Station-05,Mechanical,Startup check,Shift-Gamma,Temporary workaround applied.
